LocationID,LocationName,AppointmentID,Chair ID,Chairs,Start Time,End Time
148,ICPA - Jenkintown,1421988,2,6,1/11/23 16:30,1/11/23 20:30
1036,ID Consultants - Painesville,1406439,0,4,12/20/22 20:00,12/20/22 20:45
147,ICPA - Royersford,1341008,0,6,5/1/23 17:00,5/1/23 17:15
147,ICPA - Royersford,1293894,0,6,11/1/22 17:00,11/1/22 17:15
937,CIVIC - NORTH HAVEN,1265991,5,10,9/30/22 14:00,9/30/22 19:00
147,ICPA - Royersford,1460140,1,6,3/17/23 12:30,3/17/23 15:30
147,ICPA - Royersford,1377728,1,6,1/20/23 14:00,1/20/23 17:00
147,ICPA - Royersford,1292463,1,6,11/25/22 13:30,11/25/22 16:00
147,ICPA - Royersford,1292032,1,6,9/29/22 12:30,9/29/22 15:30
147,ICPA - Royersford,1130924,0,6,8/4/22 12:00,8/4/22 15:00
147,ICPA - Royersford,1210991,0,6,9/29/22 12:30,9/29/22 15:00
230,ICPA - Broomall,1273606,1,5,10/14/22 14:30,10/14/22 17:30
230,ICPA - Broomall,1088708,0,5,7/5/22 14:30,7/5/22 17:30
230,ICPA - Broomall,1234284,2,5,9/16/22 14:30,9/16/22 17:30
230,ICPA - Broomall,1107055,0,5,7/5/22 14:30,7/5/22 17:00
230,ICPA - Broomall,1273618,3,5,11/11/22 15:00,11/11/22 18:00
230,ICPA - Broomall,1400477,2,5,1/6/23 17:30,1/6/23 20:30
230,ICPA - Broomall,1438296,0,5,2/3/23 18:00,2/3/23 21:00
230,ICPA - Broomall,1358555,0,5,12/9/22 17:30,12/9/22 20:30
230,ICPA - Broomall,1193087,1,5,8/19/22 14:45,8/19/22 17:45
230,ICPA - Broomall,1153030,3,5,7/22/22 14:30,7/22/22 17:30
86,CIVIC - WILTON,1241735,4,8,8/26/22 13:00,8/26/22 18:00
